school_name,state,website,staff_directory
columbia high school,idaho,https://columbiahigh.nsd131.org/,https://columbiahigh.nsd131.org/apps/staff
columbus preparatory academy high school,ohio,https://columbuspreparatoryacademy.org/,https://cpaohio.org/staff/
compass community school midtown campus,tennessee,https://compassmemphis.org/midtown/,https://compassmemphis.org/board-members/
comsewogue high school,new york,https://comsewoguehs.comsewogue.k12.ny.us/,https://comsewoguehs.comsewogue.k12.ny.us/school_info/general_information/staff_directory
constitution high school,pennsylvania,https://constitutionhs.philasd.org/,https://constitutionhs.philasd.org/staff/
cornerstone charter academy,north carolina,https://cornerstone.cfacademy.school/,https://cornerstone.cfacademy.school/directory/
cotter high school,arkansas,https://cotterschools.net/,https://cotterschools.net/faculty-and-staff/administration/
frank w cox high school,virginia,https://coxhs.vbschools.com/,https://coxhs.vbschools.com/school/staff
colorado preparatory academy high school,colorado,https://cpa.k12.com/,https://cpa.k12.com/about-our-school/meet-our-team/meet-our-teachers.html
castle park senior high school,california,https://cph.sweetwaterschools.org/,https://cph.sweetwaterschools.org/staff/
crater renaissance academy,oregon,https://cra.district6.org/,https://cra.district6.org/about/staff-directory/
creative arts charter,california,https://creativeartscharter.org/,https://creativeartscharter.org/staff-directory/
creekview high school,texas,https://creekview.cfbisd.edu/,https://creekview.cfbisd.edu/campus-information/staff-directory
creswell high school,oregon,https://creswell.k12.or.us/chs/,https://creswell.k12.or.us/chs/our-school/staff-directory/
crossroads arts sciences early college,north carolina,https://crossroads.issnc.org/,https://crossroads.issnc.org/about-us/faculty-staff-directory
crossroads college preparatory school,missouri,https://crossroadscollegeprep.org/,https://crossroadscollegeprep.org/faculty-staff/
cornerstone schools of alabama,alabama,https://csalabama.org/contact/,https://csalabama.org/staff/
chattanooga school for arts and sciences upper,tennessee,https://csasupper.hcde.org/,https://csasupper.hcde.org/faculty_directory
seton catholic central jr and sr high school,new york,https://csbcsaints.org/,https://csbcsaints.org/giving/meet-the-staff/
cold springs high school,alabama,https://csh.ccboe.org/,https://cullmanal.sites.thrillshare.com/o/csh/staff
carroll senior high school,texas,https://csh.southlakecarroll.edu/,https://csh.southlakecarroll.edu/about-us/staff-directory
canton south high school,ohio,https://cshs.cantonlocal.org/,https://www.cantonlocal.org/parents/staff-directory
central texas christian school,texas,https://ctcslions.com/,https://ctcslions.com/staff-directory/
weslaco 21st century cte early college high school,texas,https://cte.wisd.us/,https://cte.wisd.us/staff
chino valley high school,arizona,https://cvhs.chinovalleyschools.com/,https://cvhs.chinovalleyschools.com/staff-directory
conval regional high school,new hampshire,https://cvhs.convalsd.net/,https://cvhs.convalsd.net/staff-directory/
canyon view high school,utah,https://cvhs.irondistrict.org/,https://cvhs.irondistrict.org/o/cvhs/staff
cyberarts studio academy,new york,https://cyberartsbk.org/,https://cyberartsbk.org/our-staff/
danvers high school,massachusetts,https://danverspublicschools.org/dhs/,https://danverspublicschools.org/dhs/staff-directory/
darbonne woods charter school,louisiana,https://darbonnewoods.com/,https://darbonnewoods.com/staff/
davis aerospace and maritime high school,ohio,https://davisam.org/,https://davisam.org/about/staff/
davis connect 7 12,utah,https://davisconnect7-12.davis.k12.ut.us/,https://www.davis.k12.ut.us/district/about/staff-directory
dawson county high school,georgia,https://dchs.dawsoncountyschools.org/,https://dchs.dawsoncountyschools.org/our-school/faculty___staff
denver center for international studies,colorado,https://dcis.dpsk12.org/,https://dcis.dpsk12.org/our-team-staff-resources/staff-directory-the-hope-hustlers/
william m raines high school,florida,https://dcps.duvalschools.org/WMRH,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=4378&amp;DirectoryType=6
andrew jackson high school,florida,https://dcps.duvalschools.org/ajhs,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=4378&amp;DirectoryType=6
douglas anderson school of the arts,florida,https://dcps.duvalschools.org/anderson,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&SiteID=4&ChannelID=4378&DirectoryType=6
a philip randolph academies,florida,https://dcps.duvalschools.org/aprtech,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=4378&amp;DirectoryType=6
darnell cookman middlehigh school,florida,https://dcps.duvalschools.org/darnellcookman,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=4378&amp;DirectoryType=6
edward h white high school,florida,https://dcps.duvalschools.org/edwhite,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&SiteID=4&ChannelID=4378&DirectoryType=6
frank h peterson academies,florida,https://dcps.duvalschools.org/fhp,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=4378&amp;DirectoryType=6
jean ribault high school,florida,https://dcps.duvalschools.org/rhs,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&SiteID=4&ChannelID=4378&DirectoryType=6
terry parker high school,florida,https://dcps.duvalschools.org/tphs,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=4378&amp;DirectoryType=6
westside high school,florida,https://dcps.duvalschools.org/westside,https://dcps.duvalschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=4378&amp;DirectoryType=6
dauphin county technical school,pennsylvania,https://dcts.org/,https://dcts.org/staff-directory/
delmarva christian high school,delaware,https://delmarvachristian.org/,https://delmarvachristian.org/about/our-team
denfeld high school,minnesota,https://denfeld.isd709.org/,https://denfeld.isd709.org/about-us/staff-directory
south high school,colorado,https://denversouth.dpsk12.org/,https://denversouth.dpsk12.org/school-information/faculty-staff-2/
design science early college high school,california,https://designscience.fresnounified.org/,https://schools.fresnounified.org/?location=design-science-high-school&v=staff
develyn juniorsenior high school,colorado,https://develyn.jeffcopublicschools.org/,https://develyn.jeffcopublicschools.org/d_h_s_staff/staff_directory_websites
dalton high school,georgia,https://dhs.daltonpublicschools.com/,https://dhs.daltonpublicschools.com/about-us-dhs/faculty-and-staff-directory
desert hills high school,utah,https://dhthunder.org/,https://dhthunder.org/faculty-directory/all/
discovery high school,florida,https://discoveryhighschool.org/,https://discoveryhighschool.org/staff/
devils lake high school,north dakota,https://dlhs.dlschools.org/en-US,https://dlschools.org/en-US/staff
dobbins avt high school,pennsylvania,https://dobbins.philasd.org/,https://dobbins.philasd.org/about-us/staff-list/
dominion christian high school,georgia,https://dominionchristian.org/,https://dominionchristian.org/faculty-staff/
donaldsonville high school,louisiana,https://donaldsonvillehigh.ascensionschools.org/,https://donaldsonvillehigh.ascensionschools.org/contact/staff-directory
dos palos high school,california,https://dphs.dpol.net/,https://dphs.dpol.net/apps/staff/
american preparatory academy,utah,https://draper2.americanprep.org/,https://draper2.americanprep.org/leadershipstaff/
american preparatory academy draper 3,utah,https://draper3.americanprep.org/,https://draper3.americanprep.org/leadershipstaff/
american preparatory schools draper 3,utah,https://draper3.americanprep.org/,https://draper3.americanprep.org/leadershipstaff/
dell rapids high school,south dakota,https://drhs.dr-k12.org/,https://drhs.dr-k12.org/staff/staff-directory
dr martin luther king charter school for scitech,louisiana,https://drkingcharterschool.org/,https://drkingcharterschool.org/staff/
denver school of the arts,colorado,https://dsa.dpsk12.org/,https://dsa.dpsk12.org/staff-list/
denzel washington school arts,new york,https://dwsa.mtvernoncsd.org/,https://dwsa.mtvernoncsd.org/our-school/staff-directory
escambia academy,alabama,https://eacougar.com/,https://eacougar.com/faculty-staff/
ea johnson memorial high school,michigan,https://eajhs.mtmorrisschools.org/,https://eajhs.mtmorrisschools.org/apps/staff/
early college high school,texas,https://earlycollege.cfbisd.edu/,https://earlycollege.cfbisd.edu/campus-information/staff-directory
early college high school,texas,https://earlycollege.elisd.org/,https://earlycollege.elisd.org/o/hjgechs/staff
nevada state high school henderson,nevada,https://earlycollegenv.com/,https://earlycollegenv.com/our-staff/
nevada state high school downtown,nevada,https://earlycollegenv.com/las-vegas-downtown/,https://earlycollegenv.com/our-staff/
nevada state high school summerlin,nevada,https://earlycollegenv.com/las-vegas-summerlin/,https://earlycollegenv.com/our-staff/
east high school,iowa,https://east-high.siouxcityschools.org/,https://east-high.siouxcityschools.org/o/east-high/staff
hampden charter school of science,massachusetts,https://east.hampdencharter.org/admin-directory/,https://east.hampdencharter.org/admin-directory/
rockford east high school,illinois,https://east.rps205.com/,https://www.rps205.com/contact-us/staff-directory
eastbrook high school,indiana,https://eastbrook.k12.in.us/highschool/,https://eastbrook.k12.in.us/our-district/for-parents-staff-directory/high-school-staff/
yes prep east end,texas,https://eastend.yesprep.org/,https://eastend.yesprep.org/about-us/staff
east jackson high school,michigan,https://eastjacksonschools.org/our-schools/secondary-school/,https://eastjacksonschools.org/staff/
east sac county high school,iowa,https://eastsac.k12.ia.us/high-school/,https://eastsac.k12.ia.us/staff-directory/
east valley high school,washington,https://eastvalleyhigh.evsd90.org/,https://eastvalleyhigh.evsd90.org/apps/staff
east burke high school,north carolina,https://ebhs.burke.k12.nc.us/,https://ebhs.burke.k12.nc.us/faculty__staff/staff_directory
east bridgewater jrsr high school,massachusetts,https://ebjshs.ebps.net/,https://ebjshs.ebps.net/apps/staff/
early college of arvada,colorado,https://ecarvada.org/,https://ecarvada.org/about-us/our-staff/
early college high school at dsu,delaware,https://echs.desu.edu/,https://echs.desu.edu/staff
edmonson county high school,kentucky,https://echs.edmonson.kyschools.us/,https://echs.edmonson.kyschools.us/about-echs/faculty-staff
east davidson high school,north carolina,https://edhs.davidson.k12.nc.us/,https://edhs.davidson.k12.nc.us/apps/staff
edinburg high school,texas,https://edinburg.ecisd.us/,https://edinburg.ecisd.us/apps/staff/
greenwood laboratory school,missouri,https://education.missouristate.edu/greenwood/,https://education.missouristate.edu/greenwood/staff
executive education academy charter school,pennsylvania,https://ee-schools.org/,https://ee-schools.org/about/charter-school-administration/staff-directory-2/
enka high school,north carolina,https://ehs.buncombeschools.org/,https://ehs.buncombeschools.org/o/ehs/staff
eaton high school,ohio,https://ehs.eaton.k12.oh.us/,https://www.eaton.k12.oh.us/staff-directory/staff-directory
edgemont junior senior high school,new york,https://ehs.edgemont.org/,https://ehs.edgemont.org/staff
elgin high school,ohio,https://ehs.elginschools.org/,https://ehs.elginschools.org/our-school/staff-directory
elkin high school,north carolina,https://ehs.elkincityschools.org/,https://ehs.elkincityschools.org/apps/staff/
emery high school,utah,https://ehs.emeryschools.org/,https://ehs.emeryschools.org/FacultyandStaff
englewood high school,colorado,https://ehs.englewoodschools.net/,https://ehs.englewoodschools.net/our-school/staff-directory
ephrata high school,washington,https://ehs.ephrataschools.org/,https://ehs.ephrataschools.org/about-us/staff-directory
estacada high school,oregon,https://ehs.estacadaschools.org/,https://ehs.estacadaschools.org/staff-directory
evergreen high school,washington,https://ehs.highlineschools.org/,https://ehs.highlineschools.org/staff-directory
enterprise high school,utah,https://ehs.washk12.org/,https://schools.washk12.org/ehs-v2/faculty/
